"Day ","Items ","Note ","Amount "
"67","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"67","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-136"
"67","Rental Expense","Cash Payment - Rental - Miami","-3600"
"67","Rental Expense","Cash Payment - Rental - Chicago","-2960"
"66","Sales E Commerce","Revenue - ECM SO ID: 9562","12334"
"66","Sales E Commerce","Revenue - ECM SO ID: 9590","6065"
"66","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9913 ","-52800"
"66","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-100"
"66","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-100"
"66","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-100"
"66","Salary Expense","Cash Payment - Salary Expense","-35721"
"66","Retail","Revenue - Retail Sales New York - Mouthwash","20040"
"66","Retail","Revenue - Retail Sales New York - Body Wash  ","18760"
"66","Retail","Revenue - Retail Sales New York - Shampoo","17556"
"66","Retail","Revenue - Retail Sales Detroit - Mouthwash","14384"
"66","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8587"
"66","Retail","Revenue - Retail Sales Detroit - Shampoo","9144"
"66","Retail","Revenue - Retail Sales Chicago - Mouthwash","7488"
"66","Retail","Revenue - Retail Sales Chicago - Body Wash  ","6567"
"66","Retail","Revenue - Retail Sales Chicago - Shampoo","6392"
"66","Rental Expense","Cash Payment - Rental - New York","-10720"
"66","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"66","Rental Expense","Cash Payment - Rental - Miami","-3600"
"66","Rental Expense","Cash Payment - Rental - Chicago","-2960"
"65","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9728 ","-33920"
"65","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9915 ","-107520"
"65","Wholesales (B2B)","Revenue - B2B SO ID: 9058","130000"
"65","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10053 ","-35040"
"65","Human Resource Expense","Counselled","-2000"
"65","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-100"
"65","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-100"
"65","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-100"
"65","Salary Expense","Cash Payment - Salary Expense","-35700"
"65","Retail","Revenue - Retail Sales New York - Mouthwash","12780"
"65","Retail","Revenue - Retail Sales New York - Body Wash  ","12215"
"65","Retail","Revenue - Retail Sales New York - Shampoo","12312"
"65","Retail","Revenue - Retail Sales Detroit - Mouthwash","8381"
"65","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5239"
"65","Retail","Revenue - Retail Sales Detroit - Shampoo","4716"
"65","Retail","Revenue - Retail Sales Chicago - Mouthwash","5664"
"65","Retail","Revenue - Retail Sales Chicago - Body Wash  ","4389"
"65","Retail","Revenue - Retail Sales Chicago - Shampoo","5270"
"65","Services","Revenue - Service Sales Order ID: 8727","41100"
"65","Rental Expense","Cash Payment - Rental - New York","-10720"
"65","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"65","Rental Expense","Cash Payment - Rental - Miami","-3600"
"65","Rental Expense","Cash Payment - Rental - Chicago","-2960"
"64","Sales E Commerce","Revenue - ECM SO ID: 9238","10757"
"64","Sales E Commerce","Revenue - ECM SO ID: 9267","9701"
"64","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9588 ","-112640"
"64","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9618 ","-35520"
"64","Wholesales (B2B)","Revenue - B2B SO ID: 9083","188100"
"64","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"64","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-100"
"64","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-100"
"64","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-100"
"64","Salary Expense","Cash Payment - Salary Expense","-35636"
"64","Retail","Revenue - Retail Sales New York - Mouthwash","15030"
"64","Retail","Revenue - Retail Sales New York - Body Wash  ","12565"
"64","Retail","Revenue - Retail Sales New York - Shampoo","12844"
"64","Retail","Revenue - Retail Sales Detroit - Mouthwash","9106"
"64","Retail","Revenue - Retail Sales Detroit - Body Wash  ","4526"
"64","Retail","Revenue - Retail Sales Detroit - Shampoo","4824"
"64","Retail","Revenue - Retail Sales Chicago - Mouthwash","7040"
"64","Retail","Revenue - Retail Sales Chicago - Body Wash  ","5478"
"64","Retail","Revenue - Retail Sales Chicago - Shampoo","4726"
"64","Rental Expense","Cash Payment - Rental - New York","-10720"
"64","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"64","Rental Expense","Cash Payment - Rental - Miami","-3600"
"64","Rental Expense","Cash Payment - Rental - Chicago","-2960"
"63","Sales E Commerce","Revenue - ECM SO ID: 9014","713"
"63","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9567 ","-61600"
"63","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9586 ","-41680"
"63","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9586 ","-73120"
"63","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9586 ","-59280"
"63","Wholesales (B2B)","Revenue - B2B SO ID: 9404","74880"
"63","Human Resource Expense","Counselled","-2000"
"63","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"63","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-100"
"63","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-100"
"63","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-100"
"63","Salary Expense","Cash Payment - Salary Expense","-35616"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9562","-115"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9590","-50"
"63","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 283","-15000"
"63","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 286","-15000"
"63","Retail","Revenue - Retail Sales New York - Mouthwash","13896"
"63","Retail","Revenue - Retail Sales New York - Body Wash  ","12582"
"63","Retail","Revenue - Retail Sales New York - Shampoo","10791"
"63","Retail","Revenue - Retail Sales Detroit - Mouthwash","8784"
"63","Retail","Revenue - Retail Sales Detroit - Body Wash  ","4482"
"63","Retail","Revenue - Retail Sales Detroit - Shampoo","5808"
"63","Retail","Revenue - Retail Sales Chicago - Mouthwash","6526"
"63","Retail","Revenue - Retail Sales Chicago - Body Wash  ","5133"
"63","Retail","Revenue - Retail Sales Chicago - Shampoo","5177"
"63","Rental Expense","Cash Payment - Rental - New York","-10720"
"63","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"63","Rental Expense","Cash Payment - Rental - Miami","-3600"
"63","Rental Expense","Cash Payment - Rental - Chicago","-2960"
"62","Sales E Commerce","Revenue - ECM SO ID: 8885","5993"
"62","Sales E Commerce","Revenue - ECM SO ID: 8906","2662"
"62","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9243 ","-88640"
"62","Wholesales (B2B)","Revenue - B2B SO ID: 8550","66000"
"62","Wholesales (B2B)","Revenue - B2B SO ID: 9230","88914"
"62","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"62","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-100"
"62","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-100"
"62","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-100"
"62","Salary Expense","Cash Payment - Salary Expense","-35383"
"62","Retail","Revenue - Retail Sales New York - Mouthwash","14520"
"62","Retail","Revenue - Retail Sales New York - Body Wash  ","12069"
"62","Retail","Revenue - Retail Sales New York - Shampoo","13035"
"62","Retail","Revenue - Retail Sales Detroit - Mouthwash","9768"
"62","Retail","Revenue - Retail Sales Detroit - Body Wash  ","4914"
"62","Retail","Revenue - Retail Sales Detroit - Shampoo","5478"
"62","Services","Revenue - Service Sales Order ID: 8519","55700"
"62","Services","Revenue - Service Sales Order ID: 8556","11900"
"62","Rental Expense","Cash Payment - Rental - New York","-10720"
"62","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"62","Rental Expense","Cash Payment - Rental - Miami","-3600"
"62","Rental Expense","Cash Payment - Rental - Chicago","-2960"
"61","Sales E Commerce","Revenue - ECM SO ID: 8701","2653"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9074 ","-25450"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9074 ","-28230"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9074 ","-21090"
"61","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9082 ","-44640"
"61","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9270 ","-31200"
"61","Human Resource Expense","Cash Payment - Staff Recruiting - Chicago","-60000"
"61","Human Resource Expense","Attended Training","-15000"
"61","Human Resource Expense","Attended Training","-15000"
"61","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"61","Salary Expense","Cash Payment - Salary Expense","-35078"
"61","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9238","-96"
"61","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9267","-68"
"61","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 344","-15000"
"61","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 391","-15000"
"61","Retail","Revenue - Retail Sales New York - Mouthwash","9072"
"61","Retail","Revenue - Retail Sales New York - Body Wash  ","11043"
"61","Retail","Revenue - Retail Sales New York - Shampoo","10560"
"61","Retail","Revenue - Retail Sales Detroit - Mouthwash","9000"
"61","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5535"
"61","Retail","Revenue - Retail Sales Detroit - Shampoo","6402"
"61","Rental Expense","Cash Payment - Rental - New York","-10720"
"61","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"61","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-2668"
"61","Rental Expense","Cash Payment - Rental - Miami","-2400"
"61","Rental Expense","Cash Payment - Rental - Chicago","-2960"
"60","Salary Expense","Cash Payment - Salary Expense","-32850"
"60","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9014","-6"
"60","Retail","Revenue - Retail Sales New York - Mouthwash","11856"
"60","Retail","Revenue - Retail Sales New York - Body Wash  ","10989"
"60","Retail","Revenue - Retail Sales New York - Shampoo","11088"
"60","Retail","Revenue - Retail Sales Detroit - Mouthwash","9792"
"60","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5346"
"60","Retail","Revenue - Retail Sales Detroit - Shampoo","6864"
"60","Rental Expense","Cash Payment - Rental - New York","-10720"
"60","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"60","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-2376"
"60","Rental Expense","Cash Payment - Rental - Miami","-2400"
"59","Sales E Commerce","Revenue - ECM SO ID: 8373","3770"
"59","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8748 ","-30240"
"59","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8876 ","-57600"
"59","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9053 ","-42240"
"59","Salary Expense","Cash Payment - Salary Expense","-32850"
"59","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8885","-55"
"59","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8906","-16"
"59","Retail","Revenue - Retail Sales New York - Mouthwash","9204"
"59","Retail","Revenue - Retail Sales New York - Body Wash  ","11745"
"59","Retail","Revenue - Retail Sales New York - Shampoo","11946"
"59","Retail","Revenue - Retail Sales Detroit - Mouthwash","8216"
"59","Retail","Revenue - Retail Sales Detroit - Body Wash  ","4582"
"59","Retail","Revenue - Retail Sales Detroit - Shampoo","5874"
"59","Rental Expense","Cash Payment - Rental - New York","-10720"
"59","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"59","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-2248"
"59","Rental Expense","Cash Payment - Rental - Miami","-2400"
"58","Sales E Commerce","Revenue - ECM SO ID: 8212","950"
"58","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8527 ","-48000"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8624 ","-41050"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8624 ","-30050"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8624 ","-34900"
"58","Wholesales (B2B)","Revenue - B2B SO ID: 7567","105485"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8896 ","-42250"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8896 ","-35200"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8896 ","-9000"
"58","Salary Expense","Cash Payment - Salary Expense","-32811"
"58","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8701","-22"
"58","Retail","Revenue - Retail Sales New York - Mouthwash","39416"
"58","Retail","Revenue - Retail Sales New York - Body Wash  ","55738"
"58","Retail","Revenue - Retail Sales New York - Shampoo","47256"
"58","Retail","Revenue - Retail Sales Detroit - Mouthwash","34242"
"58","Retail","Revenue - Retail Sales Detroit - Body Wash  ","20068"
"58","Retail","Revenue - Retail Sales Detroit - Shampoo","29865"
"58","Rental Expense","Cash Payment - Rental - New York","-10720"
"58","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"58","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-1468"
"58","Rental Expense","Cash Payment - Rental - Miami","-2400"
"57","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8377 ","-50400"
"57","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8387 ","-17600"
"57","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8513 ","-26800"
"57","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8588 ","-72960"
"57","Wholesales (B2B)","Revenue - B2B SO ID: 6606","806130"
"57","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 6606","-54000"
"57","Machines","Cash Payment - Machines","-300000"
"57","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-30000"
"57","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8721 ","-36800"
"57","Machines","Cash Payment - Machines","-300000"
"57","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-30000"
"57","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8734 ","-56800"
"57","Salary Expense","Cash Payment - Salary Expense","-32811"
"57","Retail","Revenue - Retail Sales New York - Mouthwash","43550"
"57","Retail","Revenue - Retail Sales New York - Body Wash  ","58261"
"57","Retail","Revenue - Retail Sales New York - Shampoo","53295"
"57","Retail","Revenue - Retail Sales Detroit - Mouthwash","50310"
"57","Retail","Revenue - Retail Sales Detroit - Body Wash  ","22765"
"57","Retail","Revenue - Retail Sales Detroit - Shampoo","23727"
"57","Services","Revenue - Service Sales Order ID: 8063","35200"
"57","Rental Expense","Cash Payment - Rental - New York","-10720"
"57","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"57","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-1208"
"57","Rental Expense","Cash Payment - Rental - Miami","-2400"
"56","Sales E Commerce","Revenue - ECM SO ID: 7909","629"
"56","Wholesales (B2B)","Revenue - B2B SO ID: 6434","2463550"
"56","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 6434","-36000"
"56","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8516 ","-61600"
"56","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8516 ","-57360"
"56","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8516 ","-49600"
"56","Human Resource Expense","Attended Training","-15000"
"56","Human Resource Expense","Attended Training","-15000"
"56","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8547 ","-24000"
"56","Salary Expense","Cash Payment - Salary Expense","-31372"
"56","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8373","-25"
"56","Retail","Revenue - Retail Sales New York - Mouthwash","68016"
"56","Overdraft","Repayment","-1406250"
"56","Retail","Revenue - Retail Sales New York - Body Wash  ","66787"
"56","Retail","Revenue - Retail Sales New York - Shampoo","51315"
"56","Retail","Revenue - Retail Sales Detroit - Mouthwash","48620"
"56","Retail","Revenue - Retail Sales Detroit - Body Wash  ","29319"
"56","Retail","Revenue - Retail Sales Detroit - Shampoo","30294"
"56","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 5512","-5500"
"56","Services","Revenue - Service Sales Order ID: 7901","7200"
"56","Rental Expense","Cash Payment - Rental - New York","-10720"
"56","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"56","Rental Expense","Cash Payment - Rental - Miami","-2400"
"55","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7923 ","-145920"
"55","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8205 ","-118400"
"55","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8221 ","-6050"
"55","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8221 ","-18600"
"55","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8221 ","-7580"
"55","Wholesales (B2B)","Revenue - B2B SO ID: 7599","155730"
"55","Salary Expense","Cash Payment - Salary Expense","-31352"
"55","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8212","-10"
"55","Retail","Revenue - Retail Sales New York - Mouthwash","46280"
"55","Retail","Revenue - Retail Sales New York - Body Wash  ","55680"
"55","Retail","Revenue - Retail Sales New York - Shampoo","51315"
"55","Retail","Revenue - Retail Sales Detroit - Mouthwash","39858"
"55","Retail","Revenue - Retail Sales Detroit - Body Wash  ","27086"
"55","Retail","Revenue - Retail Sales Detroit - Shampoo","30657"
"55","Interest Expense ","Cash Payment - Interest - For Overdraft","-2312"
"55","Rental Expense","Cash Payment - Rental - New York","-10720"
"55","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"55","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-812"
"55","Rental Expense","Cash Payment - Rental - Miami","-2400"
"54","Sales E Commerce","Revenue - ECM SO ID: 7430","2099"
"54","Sales E Commerce","Revenue - ECM SO ID: 7485","907"
"54","Sales E Commerce","Revenue - ECM SO ID: 7571","1003"
"54","Sales E Commerce","Revenue - ECM SO ID: 7597","1101"
"54","Salary Expense","Cash Payment - Salary Expense","-31291"
"54","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 283","-15000"
"54","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 286","-15000"
"54","Retail","Revenue - Retail Sales New York - Mouthwash","11388"
"54","Retail","Revenue - Retail Sales New York - Body Wash  ","10034"
"54","Retail","Revenue - Retail Sales New York - Shampoo","11352"
"54","Retail","Revenue - Retail Sales Detroit - Mouthwash","10478"
"54","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5307"
"54","Retail","Revenue - Retail Sales Detroit - Shampoo","4851"
"54","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4735","-3300"
"54","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4870","-5500"
"54","Services","Revenue - Service Sales Order ID: 6938","26000"
"54","Interest Expense ","Cash Payment - Interest - For Overdraft","-2312"
"54","Rental Expense","Cash Payment - Rental - New York","-10720"
"54","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"54","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-456"
"54","Rental Expense","Cash Payment - Rental - Miami","-2400"
"53","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7752 ","-204800"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8067 ","-22770"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8067 ","-24270"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8081 ","-31600"
"53","Salary Expense","Cash Payment - Salary Expense","-31272"
"53","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7909","-6"
"53","Retail","Revenue - Retail Sales New York - Mouthwash","10612"
"53","Retail","Revenue - Retail Sales New York - Body Wash  ","8339"
"53","Retail","Revenue - Retail Sales New York - Shampoo","8844"
"53","Retail","Revenue - Retail Sales Detroit - Mouthwash","8294"
"53","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5278"
"53","Retail","Revenue - Retail Sales Detroit - Shampoo","6105"
"53","Services","Revenue - Service Sales Order ID: 6912","41100"
"53","Interest Expense ","Cash Payment - Interest - For Overdraft","-2312"
"53","Rental Expense","Cash Payment - Rental - New York","-10720"
"53","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"53","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-388"
"53","Rental Expense","Cash Payment - Rental - Miami","-2400"
"52","Sales E Commerce","Revenue - ECM SO ID: 6305","25992"
"52","Wholesales (B2B)","Revenue - B2B SO ID: 6933","865940"
"52","Salary Expense","Cash Payment - Salary Expense","-31050"
"52","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 344","-15000"
"52","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 391","-15000"
"52","Retail","Revenue - Retail Sales New York - Mouthwash","8624"
"52","Overdraft","Repayment","-625000"
"52","Retail","Revenue - Retail Sales New York - Body Wash  ","8959"
"52","Retail","Revenue - Retail Sales New York - Shampoo","8283"
"52","Retail","Revenue - Retail Sales Detroit - Mouthwash","9074"
"52","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5423"
"52","Retail","Revenue - Retail Sales Detroit - Shampoo","5148"
"52","Services","Revenue - Service Sales Order ID: 6985","15100"
"52","Interest Expense ","Cash Payment - Interest - For Overdraft","-2312"
"52","Rental Expense","Cash Payment - Rental - New York","-10720"
"52","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"52","Rental Expense","Cash Payment - Rental - Miami","-2400"
"51","Human Resource Expense","","-15000"
"51","Human Resource Expense","","-15000"
"51","Salary Expense","","-29303"
"51","Overdraft","","937500"
"51","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7123 ","-266400"
"51","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7393 ","-120000"
"51","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7393 ","-85000"
"51","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7393 ","-153520"
"51","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7416 ","-40000"
"51","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7416 ","-79200"
"51","Overdraft","","468750"
"51","Machines","Cash Payment - Machines","-300000"
"51","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-30000"
"51","Salary Expense","Cash Payment - Salary Expense","-30759"
"51","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7430","-17"
"51","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7485","-6"
"51","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7571","-6"
"51","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7597","-8"
"51","Retail","Revenue - Retail Sales New York - Mouthwash","10584"
"51","Retail","Revenue - Retail Sales New York - Body Wash  ","9734"
"51","Retail","Revenue - Retail Sales New York - Shampoo","8448"
"51","Retail","Revenue - Retail Sales Detroit - Mouthwash","8294"
"51","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5133"
"51","Retail","Revenue - Retail Sales Detroit - Shampoo","6105"
"51","Services","Revenue - Service Sales Order ID: 6791","19200"
"51","Interest Expense ","Cash Payment - Interest - For Overdraft","-3339"
"51","Rental Expense","Cash Payment - Rental - New York","-10720"
"51","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"51","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-640"
"51","Rental Expense","Cash Payment - Rental - Miami","-2400"
"50","Sales E Commerce","Revenue - ECM SO ID: 6911","2611"
"50","Wholesales (B2B)","Revenue - B2B SO ID: 5366","1984760"
"50","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 5366","-72000"
"50","Salary Expense","Cash Payment - Salary Expense","-29303"
"50","Retail","Revenue - Retail Sales New York - Mouthwash","9100"
"50","Overdraft","Repayment","-625000"
"50","Retail","Revenue - Retail Sales New York - Body Wash  ","10974"
"50","Overdraft","Repayment","-625000"
"50","Retail","Revenue - Retail Sales New York - Shampoo","10989"
"50","Overdraft","Repayment","-625000"
"50","Retail","Revenue - Retail Sales Detroit - Mouthwash","9412"
"50","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5684"
"50","Retail","Revenue - Retail Sales Detroit - Shampoo","6633"
"50","Interest Expense ","Cash Payment - Interest - For Overdraft","-1027"
"50","Rental Expense","Cash Payment - Rental - New York","-10720"
"50","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"50","Rental Expense","Cash Payment - Rental - Miami","-2400"
"49","Human Resource Expense","","-15000"
"49","Salary Expense","","-28860"
"49","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6452 ","-201600"
"49","Overdraft","","312500"
"49","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6770 ","-355200"
"49","Overdraft","","156250"
"49","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6931 ","-256000"
"49","Sales E Commerce","Revenue - ECM SO ID: 6774","1498"
"49","Sales E Commerce","Revenue - ECM SO ID: 6785","2449"
"49","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7104 ","-62400"
"49","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7104 ","-75360"
"49","Overdraft","","156250"
"49","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7282 ","-153520"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6305","-260"
"49","Retail","Revenue - Retail Sales New York - Mouthwash","9940"
"49","Retail","Revenue - Retail Sales New York - Body Wash  ","8587"
"49","Retail","Revenue - Retail Sales New York - Shampoo","8316"
"49","Retail","Revenue - Retail Sales Detroit - Mouthwash","8268"
"49","Retail","Revenue - Retail Sales Detroit - Body Wash  ","6119"
"49","Retail","Revenue - Retail Sales Detroit - Shampoo","5214"
"49","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4091","-4400"
"49","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"49","Rental Expense","Cash Payment - Rental - New York","-10720"
"49","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"49","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-644"
"49","Rental Expense","Cash Payment - Rental - Miami","-2400"
"48","Wholesales (B2B)","Revenue - B2B SO ID: 6195","1020600"
"48","Human Resource Expense","Counselled","-2000"
"48","Salary Expense","Cash Payment - Salary Expense","-28860"
"48","Retail","Revenue - Retail Sales New York - Mouthwash","8932"
"48","Overdraft","Repayment","-625000"
"48","Retail","Revenue - Retail Sales New York - Body Wash  ","10943"
"48","Retail","Revenue - Retail Sales New York - Shampoo","10560"
"48","Retail","Revenue - Retail Sales Detroit - Mouthwash","8456"
"48","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5828"
"48","Retail","Revenue - Retail Sales Detroit - Shampoo","5379"
"48","Interest Expense ","Cash Payment - Interest - For Overdraft","-3082"
"48","Rental Expense","Cash Payment - Rental - New York","-10720"
"48","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"48","Rental Expense","Cash Payment - Rental - Miami","-2400"
"47","Overdraft","","625000"
